"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","research_group","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified"
"18752","spm","","248075","19747","14437","ANSP 15800","holotype","","","humerus","","1","table","","","Avaceratops lammersi","species","55539","83.5","70.6","Dodson","1986","25472","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 20:39:51","2010-12-09 03:39:51"
"18753","spm","","248075","19747","14437","ANSP 15800","holotype","","","ulna","","1","table","","","Avaceratops lammersi","species","55539","83.5","70.6","Dodson","1986","25472","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 20:39:51","2010-12-09 03:39:51"
"18754","spm","","248075","19747","14437","ANSP 15800","holotype","","","radius","","1","table","","","Avaceratops lammersi","species","55539","83.5","70.6","Dodson","1986","25472","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 20:39:51","2010-12-09 03:39:51"
"18755","spm","","248075","19747","14437","ANSP 15800","holotype","","","femur","","1","table","","","Avaceratops lammersi","species","55539","83.5","70.6","Dodson","1986","25472","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 20:39:51","2010-12-09 03:39:51"
"18756","spm","","248075","19747","14437","ANSP 15800","holotype","","","tibia","","1","table","","","Avaceratops lammersi","species","55539","83.5","70.6","Dodson","1986","25472","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","-109.900002","46.200001","US","Montana","Wheatland","based on political unit","1","small collection","on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R.","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 20:39:51","2010-12-09 03:39:51"
"18760","spm","","229342","0","22709","","","","","humerus","","8","table","","","Agujaceratops mariscalensis","species","52772","83.5","70.6","Lehman","1989","14107","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","-103.196945","29.138056","US","Texas","Brewster","stated in text","seconds","small collection","NW flank of Talley Mtn., S side of Glenn Spring/Castalon Road NE of where it crosses Fresno Creek","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 22:30:32","2010-12-09 05:30:32"
"18761","spm","","229342","0","22709","","","","","ulna","","1","table","","minimum width is a mean for three specimens","Agujaceratops mariscalensis","species","52772","83.5","70.6","Lehman","1989","14107","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","-103.196945","29.138056","US","Texas","Brewster","stated in text","seconds","small collection","NW flank of Talley Mtn., S side of Glenn Spring/Castalon Road NE of where it crosses Fresno Creek","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 22:31:17","2010-12-09 05:31:17"
"18762","spm","","229342","0","22709","","","","","radius","","3","table","","","Agujaceratops mariscalensis","species","52772","83.5","70.6","Lehman","1989","14107","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","-103.196945","29.138056","US","Texas","Brewster","stated in text","seconds","small collection","NW flank of Talley Mtn., S side of Glenn Spring/Castalon Road NE of where it crosses Fresno Creek","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 22:31:38","2010-12-09 05:31:38"
"18763","spm","","229342","0","22709","","","","","femur","","11","table","","width is a mean for 17 specimens","Agujaceratops mariscalensis","species","52772","83.5","70.6","Lehman","1989","14107","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","-103.196945","29.138056","US","Texas","Brewster","stated in text","seconds","small collection","NW flank of Talley Mtn., S side of Glenn Spring/Castalon Road NE of where it crosses Fresno Creek","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 22:32:43","2010-12-09 05:32:43"
"18764","spm","","229342","0","22709","","","","","tibia","","9","table","","width is a mean for 14 specimens","Agujaceratops mariscalensis","species","52772","83.5","70.6","Lehman","1989","14107","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","-103.196945","29.138056","US","Texas","Brewster","stated in text","seconds","small collection","NW flank of Talley Mtn., S side of Glenn Spring/Castalon Road NE of where it crosses Fresno Creek","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 22:33:08","2010-12-09 05:33:08"
"18765","spm","","229342","0","22709","","","","","fibula","","1","table","","width is a mean for three specimens","Agujaceratops mariscalensis","species","52772","83.5","70.6","Lehman","1989","14107","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","-103.196945","29.138056","US","Texas","Brewster","stated in text","seconds","small collection","NW flank of Talley Mtn., S side of Glenn Spring/Castalon Road NE of where it crosses Fresno Creek","taphonomy,vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 22:33:28","2010-12-09 05:33:28"
"18766","spm","","144307","22890","12584","OMNH 10131","","","left","femur","","1","text","","length is estimated","Bistahieversor sealeyi","species","163808","83.5","70.6","Lehman and Carpenter","1990","4247","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Bistahieversor","-107.966393","36.060280","US","New Mexico","San Juan","based on nearby landmark","seconds","local area","northeast of Chaco Canyon, presumably on Ah-Shi-Sle-Pah Wash (imprecise).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-09 22:46:23","2010-12-09 05:46:23"
"18781","spm","","220099","0","22689","MOR 553-7.24.8.64","","","","tibia","","1","text","","","Troodon formosus","species","54818","85.8","70.6","Varricchio","1993","13758","Chordata","Saurischia","Avetheropoda","Troodontidae","Troodon","-113.750000","48.633301","US","Montana","Glacier","based on nearby landmark","4","outcrop","","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-10 08:40:09","2010-12-09 15:40:09"
"18785","spm","","408087","0","28366","USNM 4734","","","","humerus","","1","table","","width is least diameter of shaft","Allosaurus fragilis","species","52962","155.7","145","Gilmore","1915","13460","Chordata","Saurischia","Avetheropoda","Allosauridae","Allosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","4","J. Alroy","J. Alroy","J. Alroy","2010-12-10 08:58:33","2012-04-23 23:31:09"
"18786","spm","","408087","0","28366","USNM 4734","","","","femur","","1","table","","","Allosaurus fragilis","species","52962","155.7","145","Sereno et al.","1994","13778","Chordata","Saurischia","Avetheropoda","Allosauridae","Allosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-10 08:58:33","2010-12-09 15:58:33"
"18787","spm","","408087","0","28366","USNM 4734","","","","tibia","","1","table","","","Allosaurus fragilis","species","52962","155.7","145","Sereno et al.","1994","13778","Chordata","Saurischia","Avetheropoda","Allosauridae","Allosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park).","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-10 08:58:33","2010-12-09 15:58:33"
"18795","spm","","225582","30574","21852","USNM 10865","","","","scapula","","1","table","","width is least breadth","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:01:51"
"18796","spm","","225582","30574","21852","USNM 10865","","","","coracoid","","1","table","","","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:06:59"
"18797","spm","","225582","30574","21852","USNM 10865","","","","humerus","","1","table","","least circumference","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:02:28"
"18798","spm","","225582","30574","21852","USNM 10865","","","","ulna","","1","table","","least circumference","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:07:05"
"18799","spm","","225582","30574","21852","USNM 10865","","","","radius","","1","table","","least circumference","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:07:12"
"18800","spm","","225582","30574","21852","USNM 10865","","","","femur","","1","table","","","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:07:18"
"18801","spm","","225582","30574","21852","USNM 10865","","","","tibia","","1","table","","","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:07:24"
"18802","spm","","225582","30574","21852","USNM 10865","","","","fibula","","1","table","","","Diplodocus longus","species","52920","150.8","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-109.300552","40.441387","US","Utah","Uintah","based on nearby landmark","seconds","outcrop","The ""Carnegie Quarry"" (quarry exhibit wall), E of Vernal, now the main visitor center in Dinosaur National Monument. A sandstone hogback in sec. 26, T4S, R23E, Salt Lake meridian.","vertebrate","4","4","508","J. Alroy","J. Alroy","A. Garcia Selles","2010-12-10 16:03:30","2012-05-31 20:07:31"
"18803","spm","","557969","0","57897","C.M. No. 84","","","","scapula","","1","table","","width is least breadth","Diplodocus carnegii","species","65917","157.3","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-105.916199","42.152302","US","Wyoming","Albany","estimated from map","4","outcrop","Sheep Creek, 25 miles NE of Medicine Bow, WY","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-10 16:14:52","2010-12-09 23:14:52"
"18804","spm","","557969","0","57897","C.M. No. 84","","","","coracoid","","1","table","","","Diplodocus carnegii","species","65917","157.3","145","Gilmore","1932","14579","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-105.916199","42.152302","US","Wyoming","Albany","estimated from map","4","outcrop","Sheep Creek, 25 miles NE of Medicine Bow, WY","vertebrate","4","4","0","J. Alroy","J. Alroy","","2010-12-10 16:14:52","2010-12-09 23:14:52"
